,district,rooms,size,level,max_levels,price,rooms_size,size_level,avarege_level
356,Учтепинский,2,56.0,2,5,37500.0,28.0,28.0,0.4
357,Мирзо-Улугбекский,4,95.0,1,5,78000.0,23.75,95.0,0.2
358,Мирабадский,2,100.0,8,9,150000.0,50.0,12.5,0.8888888888888888
359,Мирзо-Улугбекский,4,97.0,5,5,80000.0,24.25,19.4,1.0
360,Мирзо-Улугбекский,4,130.0,4,9,98500.0,32.5,32.5,0.4444444444444444
361,Юнусабадский,3,67.0,4,4,42000.0,22.333333333333332,16.75,1.0
362,Мирзо-Улугбекский,4,95.0,5,5,50000.0,23.75,19.0,1.0
363,Юнусабадский,2,62.0,4,9,55000.0,31.0,15.5,0.4444444444444444
364,Яккасарайский,3,75.0,10,16,70000.0,25.0,7.5,0.625
365,Яккасарайский,3,70.0,6,6,81999.0,23.333333333333332,11.666666666666666,1.0
366,Яшнободский,2,59.0,2,7,22534.0,29.5,29.5,0.2857142857142857
367,Юнусабадский,2,55.0,1,9,43000.0,27.5,55.0,0.1111111111111111
368,Юнусабадский,2,59.0,5,5,37000.0,29.5,11.8,1.0
369,Чиланзарский,2,44.0,4,4,29500.0,22.0,11.0,1.0
370,Шайхантахурский,2,30.0,3,3,38500.0,15.0,10.0,1.0
371,Яккасарайский,2,56.0,2,5,38000.0,28.0,28.0,0.4
372,Учтепинский,3,60.0,4,4,40000.0,20.0,15.0,1.0
373,Мирабадский,2,70.0,3,4,83000.0,35.0,23.333333333333332,0.75
374,Мирзо-Улугбекский,2,64.0,4,5,34500.0,32.0,16.0,0.8
375,Чиланзарский,3,100.0,1,12,57000.0,33.333333333333336,100.0,0.08333333333333333
376,Чиланзарский,3,68.0,2,4,50000.0,22.666666666666668,34.0,0.5
377,Юнусабадский,4,115.0,3,9,64000.0,28.75,38.333333333333336,0.3333333333333333
378,Мирзо-Улугбекский,2,60.0,4,4,34000.0,30.0,15.0,1.0
379,Мирзо-Улугбекский,5,100.0,4,4,48000.0,20.0,25.0,1.0
380,Мирзо-Улугбекский,2,50.0,2,4,32500.0,25.0,25.0,0.5
381,Мирабадский,3,105.0,7,9,125000.0,35.0,15.0,0.7777777777777778
382,Мирзо-Улугбекский,2,70.0,4,7,87000.0,35.0,17.5,0.5714285714285714
383,Мирзо-Улугбекский,5,137.0,3,7,105000.0,27.4,45.666666666666664,0.42857142857142855
384,Яшнободский,1,36.0,4,9,26000.0,36.0,9.0,0.4444444444444444
385,Яккасарайский,2,52.0,1,3,55000.0,26.0,52.0,0.3333333333333333
386,Янгихаётский,2,47.14,4,4,28000.0,23.57,11.785,1.0
387,Чиланзарский,3,65.0,1,5,45000.0,21.666666666666668,65.0,0.2
388,Мирзо-Улугбекский,4,130.0,6,9,115000.0,32.5,21.666666666666668,0.6666666666666666
389,Мирзо-Улугбекский,4,110.0,4,6,125000.0,27.5,27.5,0.6666666666666666
390,Яккасарайский,2,61.0,2,9,53000.0,30.5,30.5,0.2222222222222222
391,Мирабадский,2,40.0,1,1,23500.0,20.0,40.0,1.0
392,Яккасарайский,3,75.0,7,9,62000.0,25.0,10.714285714285714,0.7777777777777778
393,Чиланзарский,2,54.0,4,4,37500.0,27.0,13.5,1.0
394,Юнусабадский,2,64.0,3,4,54962.0,32.0,21.333333333333332,0.75
395,Чиланзарский,1,30.0,3,4,31000.0,30.0,10.0,0.75
396,Чиланзарский,3,68.0,4,4,46500.0,22.666666666666668,17.0,1.0
397,Юнусабадский,2,50.0,1,4,38000.0,25.0,50.0,0.25
398,Мирабадский,2,44.0,6,9,60000.0,22.0,7.333333333333333,0.6666666666666666
399,Мирзо-Улугбекский,1,35.0,2,2,20600.0,35.0,17.5,1.0
400,Яккасарайский,3,70.0,4,5,68500.0,23.333333333333332,17.5,0.8
401,Мирзо-Улугбекский,1,46.0,1,5,33000.0,46.0,46.0,0.2
402,Мирзо-Улугбекский,3,71.0,4,4,40200.0,23.666666666666668,17.75,1.0
403,Чиланзарский,1,50.0,5,5,21500.0,50.0,10.0,1.0
404,Яккасарайский,1,43.0,6,16,34000.0,43.0,7.166666666666667,0.375
405,Юнусабадский,2,60.0,9,9,32000.0,30.0,6.666666666666667,1.0
406,Юнусабадский,2,60.0,1,4,31999.0,30.0,60.0,0.25
407,Юнусабадский,2,57.0,4,4,32000.0,28.5,14.25,1.0
408,Юнусабадский,3,75.0,4,9,80000.0,25.0,18.75,0.4444444444444444
409,Юнусабадский,2,62.0,4,4,33000.0,31.0,15.5,1.0
410,Яккасарайский,2,43.0,6,16,34000.0,21.5,7.166666666666667,0.375
412,Чиланзарский,2,48.0,1,4,34000.0,24.0,48.0,0.25
413,Юнусабадский,3,70.0,1,9,68000.0,23.333333333333332,70.0,0.1111111111111111
414,Юнусабадский,2,54.0,2,4,33000.0,27.0,27.0,0.5
415,Юнусабадский,2,50.0,4,4,33500.0,25.0,12.5,1.0
416,Юнусабадский,2,50.0,2,4,33500.0,25.0,25.0,0.5
417,Чиланзарский,2,60.0,2,9,36000.0,30.0,30.0,0.2222222222222222
418,Чиланзарский,2,60.0,1,9,41500.0,30.0,60.0,0.1111111111111111
419,Чиланзарский,2,68.0,1,4,41000.0,34.0,68.0,0.25
420,Чиланзарский,2,50.0,1,5,34500.0,25.0,50.0,0.2
421,Чиланзарский,2,50.0,4,4,32500.0,25.0,12.5,1.0
422,Чиланзарский,2,60.0,4,5,38000.0,30.0,15.0,0.8
423,Юнусабадский,4,122.0,8,9,134000.0,30.5,15.25,0.8888888888888888
424,Яккасарайский,3,88.0,5,5,45500.0,29.333333333333332,17.6,1.0
425,Яккасарайский,4,118.0,8,12,102711.0,29.5,14.75,0.6666666666666666
426,Юнусабадский,2,55.0,1,3,42500.0,27.5,55.0,0.3333333333333333
427,Юнусабадский,2,60.0,4,4,34000.0,30.0,15.0,1.0
428,Яккасарайский,2,47.0,4,4,47500.0,23.5,11.75,1.0
429,Юнусабадский,2,78.0,1,9,34000.0,39.0,78.0,0.1111111111111111
430,Яккасарайский,2,62.0,8,9,42000.0,31.0,7.75,0.8888888888888888
431,Юнусабадский,2,50.0,4,4,34000.0,25.0,12.5,1.0
432,Юнусабадский,2,60.0,4,4,34000.0,30.0,15.0,1.0
433,Юнусабадский,2,60.0,3,4,34500.0,30.0,20.0,0.75
434,Юнусабадский,2,78.0,1,9,33998.0,39.0,78.0,0.1111111111111111
435,Юнусабадский,2,50.0,4,4,34000.0,25.0,12.5,1.0
436,Юнусабадский,2,60.0,4,4,34000.0,30.0,15.0,1.0
437,Яшнободский,3,75.0,5,9,64700.0,25.0,15.0,0.5555555555555556
438,Юнусабадский,4,82.0,1,4,85500.0,20.5,82.0,0.25
440,Чиланзарский,1,36.0,1,5,25500.0,36.0,36.0,0.2
441,Чиланзарский,1,36.0,2,5,28500.0,36.0,18.0,0.4
442,Чиланзарский,1,42.0,4,4,28000.0,42.0,10.5,1.0
443,Чиланзарский,1,46.0,2,5,31500.0,46.0,23.0,0.4
444,Чиланзарский,2,50.0,1,5,36000.0,25.0,50.0,0.2
445,Яккасарайский,3,75.0,5,9,55000.0,25.0,15.0,0.5555555555555556
446,Чиланзарский,3,75.0,9,9,60000.0,25.0,8.333333333333334,1.0
447,Юнусабадский,2,64.0,5,9,37000.0,32.0,12.8,0.5555555555555556
448,Яккасарайский,2,60.0,4,9,47000.0,30.0,15.0,0.4444444444444444
449,Юнусабадский,4,90.0,4,4,53000.0,22.5,22.5,1.0
450,Мирзо-Улугбекский,4,86.0,3,5,50000.0,21.5,28.666666666666668,0.6
451,Мирзо-Улугбекский,3,72.0,1,4,46000.0,24.0,72.0,0.25
452,Учтепинский,5,105.0,7,9,85000.0,21.0,15.0,0.7777777777777778
453,Яккасарайский,1,34.0,2,4,29000.0,34.0,17.0,0.5
454,Мирзо-Улугбекский,1,28.0,1,4,21500.0,28.0,28.0,0.25
455,Чиланзарский,2,47.0,4,4,35500.0,23.5,11.75,1.0
456,Чиланзарский,2,42.0,1,4,39600.0,21.0,42.0,0.25
457,Чиланзарский,3,110.0,2,8,160000.0,36.666666666666664,55.0,0.25
458,Мирабадский,1,40.0,2,9,42000.0,40.0,20.0,0.2222222222222222
459,Чиланзарский,2,50.0,4,4,40500.0,25.0,12.5,1.0
461,Чиланзарский,1,29.0,4,4,24500.0,29.0,7.25,1.0
462,Чиланзарский,2,42.0,4,4,34000.0,21.0,10.5,1.0
463,Чиланзарский,2,42.0,3,4,36999.0,21.0,14.0,0.75
464,Чиланзарский,3,65.0,4,5,30000.0,21.666666666666668,16.25,0.8
465,Юнусабадский,3,65.0,3,5,45000.0,21.666666666666668,21.666666666666668,0.6
466,Чиланзарский,2,45.0,3,5,26000.0,22.5,15.0,0.6
467,Мирзо-Улугбекский,4,90.0,3,4,133000.0,22.5,30.0,0.75
468,Мирзо-Улугбекский,4,86.0,4,5,60000.0,21.5,21.5,0.8
469,Мирзо-Улугбекский,2,40.0,4,4,34000.0,20.0,10.0,1.0
470,Чиланзарский,1,35.0,2,4,20000.0,35.0,17.5,0.5
471,Олмазорский,5,100.0,1,4,71000.0,20.0,100.0,0.25
472,Яккасарайский,2,78.0,4,8,100000.0,39.0,19.5,0.5
473,Яккасарайский,1,20.0,2,4,14500.0,20.0,10.0,0.5
474,Олмазорский,2,40.0,3,4,27500.0,20.0,13.333333333333334,0.75
475,Шайхантахурский,3,75.0,2,4,55000.0,25.0,37.5,0.5
476,Мирабадский,3,90.0,7,9,92000.0,30.0,12.857142857142858,0.7777777777777778
477,Мирзо-Улугбекский,2,137.0,2,6,125000.0,68.5,68.5,0.3333333333333333
478,Мирабадский,4,152.0,4,9,140000.0,38.0,38.0,0.4444444444444444
479,Мирабадский,3,90.0,3,5,105000.0,30.0,30.0,0.6
480,Яккасарайский,2,55.0,3,4,41000.0,27.5,18.333333333333332,0.75
481,Мирзо-Улугбекский,3,90.0,2,9,51000.0,30.0,45.0,0.2222222222222222
482,Чиланзарский,2,48.0,3,4,43000.0,24.0,16.0,0.75
483,Мирзо-Улугбекский,3,78.0,5,5,39000.0,26.0,15.6,1.0
484,Яккасарайский,1,38.0,2,5,25600.0,38.0,19.0,0.4
485,Чиланзарский,3,70.0,3,5,68000.0,23.333333333333332,23.333333333333332,0.6
486,Мирзо-Улугбекский,2,50.0,1,4,30000.0,25.0,50.0,0.25
487,Чиланзарский,2,55.0,4,4,39000.0,27.5,13.75,1.0
488,Чиланзарский,4,90.0,5,9,50000.0,22.5,18.0,0.5555555555555556
489,Чиланзарский,1,37.0,1,4,25500.0,37.0,37.0,0.25
490,Мирзо-Улугбекский,3,80.0,3,4,120000.0,26.666666666666668,26.666666666666668,0.75
491,Чиланзарский,4,105.0,7,9,95000.0,26.25,15.0,0.7777777777777778
492,Учтепинский,1,45.0,5,9,27000.0,45.0,9.0,0.5555555555555556
493,Чиланзарский,2,42.0,1,4,36800.0,21.0,42.0,0.25
494,Мирзо-Улугбекский,2,40.0,1,3,26000.0,20.0,40.0,0.3333333333333333
495,Чиланзарский,1,29.0,2,4,24200.0,29.0,14.5,0.5
496,Учтепинский,3,72.0,5,5,45000.0,24.0,14.4,1.0
497,Мирзо-Улугбекский,2,40.0,5,5,31500.0,20.0,8.0,1.0
498,Юнусабадский,3,78.0,4,4,55000.0,26.0,19.5,1.0
499,Чиланзарский,3,70.0,4,5,32000.0,23.333333333333332,17.5,0.8
500,Чиланзарский,3,74.0,5,9,74000.0,24.666666666666668,14.8,0.5555555555555556
501,Чиланзарский,2,55.0,3,4,26000.0,27.5,18.333333333333332,0.75
502,Мирзо-Улугбекский,2,60.0,6,9,34000.0,30.0,10.0,0.6666666666666666
503,Яккасарайский,1,33.0,2,4,22000.0,33.0,16.5,0.5
504,Мирзо-Улугбекский,2,60.0,1,5,46000.0,30.0,60.0,0.2
505,Мирзо-Улугбекский,2,58.0,2,9,42000.0,29.0,29.0,0.2222222222222222
506,Чиланзарский,3,68.0,2,4,61000.0,22.666666666666668,34.0,0.5
508,Чиланзарский,3,67.0,2,4,47000.0,22.333333333333332,33.5,0.5
509,Мирзо-Улугбекский,2,77.0,4,4,65000.0,38.5,19.25,1.0
510,Олмазорский,2,50.0,2,4,30000.0,25.0,25.0,0.5
511,Янгихаётский,2,57.0,3,7,35000.0,28.5,19.0,0.42857142857142855
512,Мирзо-Улугбекский,3,70.0,4,4,44998.0,23.333333333333332,17.5,1.0
513,Юнусабадский,2,60.0,7,9,35000.0,30.0,8.571428571428571,0.7777777777777778
514,Юнусабадский,2,57.0,4,9,36000.0,28.5,14.25,0.4444444444444444
515,Юнусабадский,2,57.0,4,9,35999.0,28.5,14.25,0.4444444444444444
516,Юнусабадский,2,58.0,2,5,36500.0,29.0,29.0,0.4
517,Юнусабадский,2,68.0,9,9,36500.0,34.0,7.555555555555555,1.0
518,Мирзо-Улугбекский,3,70.0,5,5,47000.0,23.333333333333332,14.0,1.0
519,Мирзо-Улугбекский,3,97.0,9,9,55290.0,32.333333333333336,10.777777777777779,1.0
520,Мирзо-Улугбекский,2,67.0,9,9,38190.0,33.5,7.444444444444445,1.0
524,Мирзо-Улугбекский,2,56.0,3,5,32000.0,28.0,18.666666666666668,0.6
525,Учтепинский,2,42.0,4,5,28500.0,21.0,10.5,0.8
526,Мирзо-Улугбекский,2,60.0,8,9,40000.0,30.0,7.5,0.8888888888888888
527,Яккасарайский,2,86.0,6,8,75000.0,43.0,14.333333333333334,0.75
528,Чиланзарский,1,30.0,2,4,20200.0,30.0,15.0,0.5
529,Чиланзарский,2,51.0,2,4,23200.0,25.5,25.5,0.5
530,Шайхантахурский,3,90.0,4,9,105000.0,30.0,22.5,0.4444444444444444
531,Учтепинский,1,30.0,2,4,20200.0,30.0,15.0,0.5
532,Чиланзарский,2,51.0,3,5,24200.0,25.5,17.0,0.6
533,Чиланзарский,3,64.0,2,5,35200.0,21.333333333333332,32.0,0.4
534,Чиланзарский,2,51.0,2,4,25200.0,25.5,25.5,0.5
535,Чиланзарский,1,30.0,2,4,22200.0,30.0,15.0,0.5
536,Чиланзарский,2,51.0,3,4,26200.0,25.5,17.0,0.75
537,Юнусабадский,2,50.0,3,4,36500.0,25.0,16.666666666666668,0.75
538,Яшнободский,2,66.0,1,5,28000.0,33.0,66.0,0.2
539,Юнусабадский,2,56.0,4,4,37000.0,28.0,14.0,1.0
540,Юнусабадский,2,57.0,3,9,37000.0,28.5,19.0,0.3333333333333333
541,Яшнободский,1,40.0,5,8,13700.0,40.0,8.0,0.625
542,Юнусабадский,2,71.0,4,5,38000.0,35.5,17.75,0.8
543,Юнусабадский,2,58.0,3,5,38000.0,29.0,19.333333333333332,0.6
544,Олмазорский,4,125.0,1,3,80000.0,31.25,125.0,0.3333333333333333
545,Мирабадский,2,40.0,1,1,22500.0,20.0,40.0,1.0
546,Яккасарайский,2,60.0,4,4,45500.0,30.0,15.0,1.0
547,Мирзо-Улугбекский,4,92.0,4,5,52000.0,23.0,23.0,0.8
548,Юнусабадский,2,54.0,1,4,38500.0,27.0,54.0,0.25
549,Мирзо-Улугбекский,4,91.0,3,5,50000.0,22.75,30.333333333333332,0.6
550,Яшнободский,1,21.0,3,4,14700.0,21.0,7.0,0.75
551,Учтепинский,3,72.0,1,9,44300.0,24.0,72.0,0.1111111111111111
552,Юнусабадский,2,48.0,3,4,38999.0,24.0,16.0,0.75
553,Шайхантахурский,3,104.0,3,9,60000.0,34.666666666666664,34.666666666666664,0.3333333333333333
554,Яшнободский,2,65.0,6,9,53000.0,32.5,10.833333333333334,0.6666666666666666
555,Яшнободский,2,65.0,5,5,64999.0,32.5,13.0,1.0
556,Мирзо-Улугбекский,2,62.0,5,5,36500.0,31.0,12.4,1.0
557,Мирзо-Улугбекский,2,50.0,5,5,35000.0,25.0,10.0,1.0
558,Олмазорский,4,86.0,5,5,55000.0,21.5,17.2,1.0
559,Юнусабадский,2,50.0,4,4,33500.0,25.0,12.5,1.0
560,Мирзо-Улугбекский,2,56.0,2,4,37000.0,28.0,28.0,0.5
562,Мирзо-Улугбекский,2,60.0,2,5,38200.0,30.0,30.0,0.4
563,Чиланзарский,3,84.0,2,5,46000.0,28.0,42.0,0.4
564,Мирзо-Улугбекский,2,62.0,4,4,38500.0,31.0,15.5,1.0
565,Юнусабадский,2,56.0,4,5,39000.0,28.0,14.0,0.8
566,Янгихаётский,4,96.0,9,9,34500.0,24.0,10.666666666666666,1.0
567,Юнусабадский,2,63.0,2,5,39999.0,31.5,31.5,0.4
568,Учтепинский,5,109.0,7,9,65000.0,21.8,15.571428571428571,0.7777777777777778
569,Мирзо-Улугбекский,3,100.0,2,5,128000.0,33.333333333333336,50.0,0.4
570,Юнусабадский,2,49.0,1,4,40000.0,24.5,49.0,0.25
571,Учтепинский,2,47.0,4,4,30500.0,23.5,11.75,1.0
572,Мирабадский,3,90.0,6,9,87000.0,30.0,15.0,0.6666666666666666
573,Яккасарайский,4,95.0,4,4,79500.0,23.75,23.75,1.0
574,Чиланзарский,4,100.0,7,9,65000.0,25.0,14.285714285714286,0.7777777777777778
575,Юнусабадский,2,50.0,1,4,41000.0,25.0,50.0,0.25
576,Учтепинский,3,80.0,3,5,60000.0,26.666666666666668,26.666666666666668,0.6
577,Юнусабадский,3,82.0,4,4,42000.0,27.333333333333332,20.5,1.0
578,Учтепинский,2,52.0,5,5,30000.0,26.0,10.4,1.0
579,Яккасарайский,2,55.0,2,4,65000.0,27.5,27.5,0.5
580,Учтепинский,4,80.0,5,5,62000.0,20.0,16.0,1.0
581,Чиланзарский,3,57.0,1,4,44000.0,19.0,57.0,0.25
582,Чиланзарский,2,50.0,6,8,38999.0,25.0,8.333333333333334,0.75
583,Учтепинский,2,59.0,9,9,27000.0,29.5,6.555555555555555,1.0
585,Яшнободский,2,60.0,1,6,30000.0,30.0,60.0,0.16666666666666666
586,Мирзо-Улугбекский,5,140.0,3,8,98000.0,28.0,46.666666666666664,0.375
587,Мирабадский,4,164.0,3,7,120000.0,41.0,54.666666666666664,0.42857142857142855
588,Мирзо-Улугбекский,5,135.0,1,9,82000.0,27.0,135.0,0.1111111111111111
589,Шайхантахурский,3,75.0,8,9,49000.0,25.0,9.375,0.8888888888888888
590,Мирзо-Улугбекский,3,70.0,4,5,45000.0,23.333333333333332,17.5,0.8
591,Чиланзарский,3,70.0,5,5,41000.0,23.333333333333332,14.0,1.0
592,Мирабадский,2,52.0,2,4,50000.0,26.0,26.0,0.5
593,Мирзо-Улугбекский,2,50.0,4,4,28700.0,25.0,12.5,1.0
594,Чиланзарский,3,72.0,6,9,54000.0,24.0,12.0,0.6666666666666666
595,Мирзо-Улугбекский,2,60.0,6,6,34000.0,30.0,10.0,1.0
596,Юнусабадский,2,60.0,3,4,41500.0,30.0,20.0,0.75
597,Юнусабадский,2,60.0,3,4,41500.0,30.0,20.0,0.75
598,Чиланзарский,3,73.0,4,12,60000.0,24.333333333333332,18.25,0.3333333333333333
599,Мирабадский,2,65.0,4,9,80000.0,32.5,16.25,0.4444444444444444
601,Яккасарайский,3,80.0,2,10,124999.0,26.666666666666668,40.0,0.2
602,Мирабадский,3,120.0,2,7,164500.0,40.0,60.0,0.2857142857142857
603,Олмазорский,3,75.0,4,9,62000.0,25.0,18.75,0.4444444444444444
604,Мирзо-Улугбекский,2,60.0,4,4,34000.0,30.0,15.0,1.0
605,Чиланзарский,3,72.0,5,9,43000.0,24.0,14.4,0.5555555555555556
606,Мирзо-Улугбекский,2,62.0,6,9,35500.0,31.0,10.333333333333334,0.6666666666666666
607,Мирзо-Улугбекский,3,91.0,3,5,51000.0,30.333333333333332,30.333333333333332,0.6
608,Чиланзарский,3,72.0,4,4,43000.0,24.0,18.0,1.0
609,Мирзо-Улугбекский,3,95.0,5,5,50000.0,31.666666666666668,19.0,1.0
610,Мирзо-Улугбекский,2,43.0,4,4,28500.0,21.5,10.75,1.0
611,Мирзо-Улугбекский,5,100.0,4,4,48000.0,20.0,25.0,1.0
612,Чиланзарский,3,90.0,1,9,65000.0,30.0,90.0,0.1111111111111111
613,Мирзо-Улугбекский,2,45.0,1,4,36000.0,22.5,45.0,0.25
614,Чиланзарский,2,58.0,5,9,43500.0,29.0,11.6,0.5555555555555556
615,Мирзо-Улугбекский,2,60.0,8,9,38000.0,30.0,7.5,0.8888888888888888
616,Учтепинский,3,71.0,2,4,45000.0,23.666666666666668,35.5,0.5
617,Яккасарайский,3,80.0,4,5,56000.0,26.666666666666668,20.0,0.8
618,Чиланзарский,2,64.0,3,4,37500.0,32.0,21.333333333333332,0.75
619,Мирзо-Улугбекский,2,43.0,1,4,30500.0,21.5,43.0,0.25
620,Юнусабадский,2,50.0,4,4,33500.0,25.0,12.5,1.0
621,Мирзо-Улугбекский,2,44.0,3,4,31000.0,22.0,14.666666666666666,0.75
622,Чиланзарский,3,78.0,2,9,63000.0,26.0,39.0,0.2222222222222222
623,Мирзо-Улугбекский,2,55.0,5,5,35000.0,27.5,11.0,1.0
624,Яккасарайский,1,39.0,2,5,26000.0,39.0,19.5,0.4
625,Чиланзарский,3,70.0,3,4,46000.0,23.333333333333332,23.333333333333332,0.75
626,Мирзо-Улугбекский,2,50.0,5,5,35000.0,25.0,10.0,1.0
627,Яккасарайский,2,63.0,1,5,41500.0,31.5,63.0,0.2
628,Мирзо-Улугбекский,2,42.0,2,5,33500.0,21.0,21.0,0.4
629,Чиланзарский,2,58.0,6,9,28000.0,29.0,9.666666666666666,0.6666666666666666
630,Юнусабадский,2,50.0,2,5,30500.0,25.0,25.0,0.4
631,Яшнободский,3,39.11,2,2,31000.0,13.036666666666667,19.555,1.0
632,Чиланзарский,4,96.0,3,9,56000.0,24.0,32.0,0.3333333333333333
633,Мирабадский,3,75.0,2,6,80000.0,25.0,37.5,0.3333333333333333
634,Чиланзарский,3,94.0,4,4,46000.0,31.333333333333332,23.5,1.0
635,Чиланзарский,2,50.0,3,4,44200.0,25.0,16.666666666666668,0.75
636,Чиланзарский,2,52.0,3,4,41500.0,26.0,17.333333333333332,0.75
637,Олмазорский,3,80.0,1,4,80000.0,26.666666666666668,80.0,0.25
638,Мирзо-Улугбекский,4,80.0,5,5,47000.0,20.0,16.0,1.0
